Performed At,Exercise,Exercise#,Set#,IsPR,String,Reps,Weight
2012-04-17 20:16,Chin-Up,1,1,0,7 reps,7,
2012-04-17 20:16,Chin-Up,1,2,0,6 reps,6,
2012-04-17 20:16,Chin-Up,1,3,0,6 reps,6,
2012-04-17 20:16,Goblet Squat,2,1,0,35 lbs x 10 reps,10,35 lbs
2012-04-17 20:16,Goblet Squat,2,2,0,35 lbs x 10 reps,10,35 lbs
2012-04-17 20:16,Goblet Squat,2,3,1,35 lbs x 10 reps,10,35 lbs
2012-04-17 20:16,One-Leg Romainian Deadlift,3,1,0,x 12 reps,12,
2012-04-17 20:16,One-Leg Romainian Deadlift,3,2,0,x 12 reps,12,
2012-04-17 20:16,One-Leg Romainian Deadlift,3,3,0,x 12 reps,12,
